month,gc_id,fmv,segment,manufacturer,model_name,model_number,condition,region,launch_year,thermalDesignPower,capacity,type,clockSpeed,fill_method,gap_filled,is_synthetic,capacity_gb,tdp_w,clock_mhz,gpu_tier_flag,gpu_type_enc,manufacturer_enc,condition_enc,fmv_lag_1m,fmv_lag_2m,fmv_lag_3m,fmv_lag_6m,fmv_lag_12m,roll_mean_3m,roll_std_3m,roll_mean_6m,roll_std_6m,roll_mean_12m,roll_std_12m,mom_1m,mom_3m,mom_6m,mom_12m,vol_ratio_3_6,pct_from_roll_mean_12,trend_slope_pct,trend_r2,month_sin,month_cos,months_elapsed,fmv_lead_4m,ea2_ai_demand_index,ea2_major_gpu_launch,ea2_datacenter_expansion,ea1_supply_pressure_index,ea3_new_export_control,ea3_new_tariff_action,ea3_policy_risk_index,ea1_dram_shortage_active
2023-07-01,191556,485.1013110034136,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,bootstrap,True,True,16.0,,,1,3,1,2,516.5422012085165,547.2191434315505,482.4061209037823,570.5616886494702,592.4268213474559,515.3891551812831,32.4218924286019,528.9564461936485,29.754713426145372,543.5493442398478,40.98495349801483,-6.086799903578632,0.5586973263485673,-14.97828882418355,-18.116247691138256,1.0896388738233616,-10.753031689914655,-1.138066,0.285442,-0.4999999999999997,-0.8660254037844388,19.0,738.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,191556,496.8707507380613,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,bootstrap,True,True,16.0,,,1,3,1,2,485.1013110034136,516.5422012085165,547.2191434315505,523.9915451227421,521.8839847562313,516.2875518811601,31.059699147003407,514.7130499193057,26.083502500770663,534.6055517111776,41.05948929057428,2.426181803199623,-9.200773272981644,-5.175807632225804,-4.792872505917856,1.1907794647626682,-7.058437917888029,-1.523649,0.476552,-0.8660254037844384,-0.5000000000000004,20.0,963.7222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,191556,394.214764044085,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,bootstrap,True,True,16.0,,,1,3,1,2,496.8707507380613,485.1013110034136,516.5422012085165,533.0179778458296,621.1457436293188,499.50475431666376,15.885083423177235,510.192917521859,26.500615460885903,532.5211155429967,42.377777965098964,-20.660501054145197,-23.68198317160357,-26.04100041103907,-36.53425655938478,0.5994231887415269,-25.97199387255933,-1.831123,0.473062,-1.0,-1.8369701987210297e-16,21.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,191556,488.8839588514845,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,bootstrap,True,True,16.0,,,1,3,1,2,394.214764044085,496.8707507380613,485.1013110034136,482.4061209037823,586.2612866510304,458.7289419285199,56.179972312160906,487.0590485549015,51.439880334362925,513.6102005775605,49.30193286031558,24.014624372823512,0.7797645073864379,1.3428183571895902,-16.60988539014847,1.0921481921611607,-4.814203786893448,-1.395368,0.334323,-0.8660254037844386,0.5000000000000001,22.0,748.0384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,191556,738.5833333,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,488.8839588514845,394.214764044085,496.8707507380613,547.2191434315505,501.9207509587987,459.9898245445435,57.102680751773946,488.13868821285183,51.39064754444293,505.4954232609318,43.983982428373,51.07538709904171,48.64697352438119,34.97030251325381,47.151384334900385,1.1111492748245917,46.11078544201786,0.332988,0.006167,-0.5000000000000004,0.8660254037844384,23.0,743.6071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,191556,963.7222222,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,738.5833333,488.8839588514845,394.214764044085,516.5422012085165,525.2148663734465,540.5606853985231,177.90528638240193,520.0327198575934,115.1812813019806,525.2173051226986,80.30071993741171,30.482530372581863,144.46629352832332,86.5718270347028,83.49104031544286,1.5445676968636288,83.49018830879157,3.313584,0.200446,-2.4492935982947064e-16,1.0,24.0,601.0983707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,191556,912.0,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,963.7222222,738.5833333,488.8839588514845,485.1013110034136,570.5616886494702,730.3965047838282,237.52497175207347,594.562723356174,214.40778906152258,561.7595847749113,149.9068697910291,-5.366922232209992,86.54733572001933,88.00196563343906,59.842488225720246,1.1078187634494827,62.347029711193045,5.50399,0.419105,0.49999999999999994,0.8660254037844387,25.0,550.9532772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,191556,748.0384615,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,912.0,963.7222222,738.5833333,496.8707507380613,523.9915451227421,871.4351851666665,117.92373796495943,665.7125048556051,240.11013115465943,590.2127773874555,180.9240491331943,-17.978238870614028,1.280170804525782,50.54990868125149,42.757735017418305,0.4911235415093857,26.74047227698988,5.837804,0.480002,0.8660254037844386,0.5000000000000001,26.0,498.543819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,191556,743.6071429,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,748.0384615,912.0,963.7222222,394.214764044085,533.0179778458296,874.5868945666666,112.60406964691735,707.5737899825949,226.28309590624104,608.883353752227,184.9838413099612,-0.5923918124629779,-22.84009585225896,88.62995775998957,39.50882968436786,0.49762475272821144,22.126370891491998,5.950949,0.516029,1.0,6.123233995736766e-17,27.0,429.5444538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,191556,601.0983707,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,743.6071429,748.0384615,912.0,488.8839588514845,482.4061209037823,801.2152014666666,95.96803027929114,765.8058531252474,166.60064932814907,626.4324508400745,187.1092367870627,-19.164524381009674,-34.09009093201754,22.953179341808692,24.60421720475876,0.5760363519968361,-4.044183871078243,4.676495,0.348042,0.8660254037844387,-0.4999999999999998,28.0,421.3961868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,191556,550.9532772,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,601.0983707,743.6071429,748.0384615,738.5833333,547.2191434315505,697.5813250333332,83.58606046345035,784.5082550999999,132.00228936177365,636.323471656426,181.867278227723,-8.342244122472719,-26.34693193513019,-25.40404686112622,0.682383614183002,0.6332167484941812,-13.416163045847926,3.522267,0.197988,0.49999999999999994,-0.8660254037844387,29.0,412.7166223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,191556,498.543819,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,550.9532772,601.0983707,743.6071429,963.7222222,516.5422012085165,631.8862636,99.94898075620716,753.2365790833334,163.52024028720874,636.6346494704634,181.70408075747235,-9.51250502880211,-32.95602069451289,-48.2689298310548,-3.4843972411948254,0.6112330839329473,-21.690750037768737,1.834892,0.052805,1.2246467991473532e-16,-1.0,30.0,397.4401548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,191556,429.5444538,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,498.543819,550.9532772,601.0983707,912.0,485.1013110034136,550.1984889666666,51.28144203856558,675.7068452166667,153.74874516427462,635.1347842864203,182.856125456533,-13.840180656216294,-28.540073515790688,-52.90082743421053,-11.452629779230318,0.3335405565994918,-32.36955927668218,-0.487385,0.003487,-0.4999999999999997,-0.8660254037844388,31.0,425.4916214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,191556,421.3961868,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,429.5444538,498.543819,550.9532772,748.0384615,496.8707507380613,493.0138499999999,60.893029303022146,595.2975875166667,129.7389369505295,630.5050461861359,187.64088427640777,-1.8969554671037336,-23.515077550390874,-43.6665080088265,-15.189979250328168,0.4693504566500429,-33.16529513142126,-2.753844,0.10239,-0.8660254037844384,-0.5000000000000004,32.0,420.6839667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,191556,412.7166223,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,421.3961868,429.5444538,498.543819,743.6071429,394.214764044085,449.8281531999999,42.38526435600811,540.8572083999999,121.07051839411217,624.2154991912975,193.6946531644398,-2.059715956594421,-17.215577333233366,-44.498028799126,4.69334483217021,0.35008741118985215,-33.88234947150542,-5.717723,0.452563,-1.0,-1.8369701987210297e-16,33.0,448.4743309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,191556,397.4401548,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,412.7166223,421.3961868,429.5444538,601.0983707,488.8839588514845,421.21908763333323,8.415313501832738,485.7087882999999,77.91628398510306,625.7573207126237,191.76138475250895,-3.7014422668190106,-7.474034111251271,-33.88101279709558,-18.704603085425376,0.108004554008783,-36.48653533171805,-8.215334,0.843493,-0.8660254037844386,0.5000000000000001,34.0,464.1437006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,191556,425.4916214,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,397.4401548,412.7166223,421.3961868,550.9532772,738.5833333,410.5176546333333,12.128456678219417,451.7657523166666,59.86410332269578,618.1370037083333,199.36132017302592,7.058035344746694,0.9718727241221359,-22.77174145103715,-42.39084444284739,0.20259982201422627,-31.16548291925792,-8.904143,0.87993,-0.5000000000000004,0.8660254037844384,35.0,440.6445092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,191556,420.6839667,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,425.4916214,397.4401548,412.7166223,498.543819,963.7222222,411.8827994999999,14.044309877989155,430.8554763499999,35.06360320926346,592.0460277166667,202.62602194609568,-1.1299058449567911,1.9304636570243616,-15.617454139974008,-56.34800599080758,0.4005381247948524,-28.94404370510781,-7.756703,0.80822,-2.4492935982947064e-16,1.0,36.0,478.4377829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,191556,448.4743309,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,420.6839667,425.4916214,397.4401548,429.5444538,912.0,414.5385809666666,15.001517221975469,417.87883429999994,11.47754150135515,546.7928397583333,170.101013473614,6.605995569072398,12.840719661474932,4.406965782594874,-50.82518301535088,1.3070322786638797,-17.98094300243348,-5.823741,0.708931,0.49999999999999994,0.8660254037844387,37.0,430.0774676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,191556,464.1437006,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,448.4743309,420.6839667,425.4916214,421.3961868,748.0384615,431.5499729999999,14.852737245167432,421.0338138166666,16.72688945354131,508.1657006666667,126.7293075925351,3.4939278840228516,9.084098782679352,10.144257385102652,-37.95189358722567,0.8879557246086125,-8.662922351688412,-4.207177,0.519634,0.8660254037844386,0.5000000000000001,38.0,517.4098598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,191556,440.6445092,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,464.1437006,448.4743309,420.6839667,412.7166223,743.6071429,444.4339993999999,22.00977797791309,428.15839944999993,24.301098146246467,484.50780392499996,101.95637819136579,-5.062912923222374,4.744783276761866,6.766843250548682,-40.74229740699818,0.9057112499795695,-9.053165783845625,-2.241407,0.365229,1.0,6.123233995736766e-17,39.0,483.7973646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,191556,478.4377829,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,440.6445092,464.1437006,448.4743309,397.4401548,601.0983707,451.0875135666666,11.965556478926906,432.8130472666666,23.410155202061752,459.26091778333335,61.41423557328165,8.576817119227131,6.68119665619864,20.37983005032786,-20.40607557414562,0.5111267471594161,4.175592647688293,-0.692407,0.067483,0.8660254037844387,-0.4999999999999998,40.0,474.0450076381905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,191556,430.0774676,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,478.4377829,440.6445092,464.1437006,425.4916214,550.9532772,461.0753308999999,19.082558887701385,446.3126519499999,22.258103483624186,449.0392021333333,43.15393071469707,-10.107963256344243,-7.339587493261779,1.077775911288481,-21.93939388368884,0.8573308548835203,-4.222734773099607,0.180875,0.009756,0.49999999999999994,-0.8660254037844387,41.0,476.0895676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,191556,517.4098598,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,430.0774676,478.4377829,440.6445092,420.6839667,498.543819,449.7199198999999,25.42542690908092,447.07695964999994,21.46474669587969,438.96621799999997,28.983330107042043,20.306200342777526,17.421152198031308,22.99253139090458,3.7842292053369198,1.184520240062349,17.870086257981722,1.479807,0.514392,1.2246467991473532e-16,-1.0,42.0,511.1825206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,191556,483.7973646,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,517.4098598,430.0774676,478.4377829,448.4743309,429.5444538,475.3083700999999,43.75021828743446,463.1979418333333,31.605338539273376,440.53838806666664,32.77280113744642,-6.496299705806274,1.1202254277480783,7.876266547767319,12.630336702068256,1.3842667191515645,9.819570258832236,1.726331,0.633756,-0.4999999999999997,-0.8660254037844388,43.0,505.2194284409706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,191556,474.0450076381905,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,True,False,16.0,,,1,3,1,2,483.7973646,517.4098598,430.0774676,464.1437006,421.3961868,477.0948973333332,44.050300594197026,469.0851141166666,31.60406883726268,445.05946396666667,34.79787398269358,-2.015793734195448,10.223167533873955,2.1332417148807625,12.493900630187316,1.3938173853823421,6.512735042905354,1.718206,0.637887,-0.8660254037844384,-0.5000000000000004,44.0,499.0694611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,191556,476.0895676,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,474.0450076381905,483.7973646,517.4098598,440.6445092,412.7166223,491.75074401273014,22.75016008330339,470.735331956365,31.552906357556328,449.44686570318254,34.86210745542027,0.43130081086519834,-7.985988557692347,8.043912419186006,15.355074614352414,0.7210163091000064,5.927886904970092,1.556444,0.577906,-1.0,-1.8369701987210297e-16,45.0,503.5665487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01,191556,511.1825206,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,476.0895676,474.0450076381905,483.7973646,478.4377829,397.4401548,477.9773132793968,5.142937330952366,476.64284168969834,27.89891645107246,454.7279444781825,33.568217064981035,7.3710821215650535,5.660459937114748,6.844095276405882,28.618740312547786,0.18434183062169307,12.415022390278043,1.431459,0.56265,-0.8660254037844386,0.5000000000000001,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-01,191556,505.2194284409706,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,True,False,16.0,,,1,3,1,2,511.1825206,476.0895676,474.0450076381905,430.0774676,425.4916214,487.10569861273007,20.87618437632389,482.1002979730317,31.313934043779685,464.2064749615159,31.94056270287492,-1.1665289634767206,6.576257591678636,17.47172695660901,18.737808932321933,0.6666739588560516,8.835067085795135,1.372534,0.54915,-0.5000000000000004,0.8660254037844384,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,191556,499.0694611,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,505.2194284409706,511.1825206,476.0895676,517.4098598,420.6839667,497.49717221365677,18.777746629858584,494.6239581131934,18.920249788126892,470.85045888159675,31.443610714469163,-1.217286389786798,4.826800472827664,-3.544655818327336,18.63286947084879,0.9924682200359884,5.993198410686778,1.103441,0.459078,-2.4492935982947064e-16,1.0,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01,191556,503.5665487,GPU,Nvidia,Tesla,T4,Used,UK,,,16GB,GDDR6,,akima,False,False,16.0,,,1,3,1,2,499.0694611,505.2194284409706,511.1825206,483.7973646,448.4743309,505.1571367136568,6.056769997862013,491.5672249965268,15.71230560593395,477.38258341493,28.0313437224738,0.9010945270199411,-1.4898733022132182,4.08625295351599,12.284363675718236,0.3854793911069676,5.484901668964213,1.029247,0.42705,0.49999999999999994,0.8660254037844387,49.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,191558,13.733124322824068,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,-2.4492935982947064e-16,1.0,0.0,13.71454818550818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,191558,13.731350337407209,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.733124322824068,,,,,,,,,,,-0.012917566135417502,,,,,,,,0.49999999999999994,0.8660254037844387,1.0,13.70116536716097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,191558,13.728259978941235,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.731350337407209,13.733124322824068,,,,13.732237330115638,0.00125439711798659,,,,,-0.022505859875665557,,,,,,,,0.8660254037844386,0.5000000000000001,2.0,13.680841460307269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,191558,13.723047599212457,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.728259978941235,13.731350337407209,13.733124322824068,,,13.730911546390837,0.002461679004185479,,,,,-0.037968247518438414,-0.07337531776993034,,,,,-0.02427,0.948922,1.0,6.123233995736766e-17,3.0,13.65111046787572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,191558,13.71454818550818,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.723047599212457,13.728259978941235,13.731350337407209,,,13.7275526385203,0.0041963213933119865,,,,,-0.06193532189426865,-0.12236343466713873,,,,,-0.033116,0.921041,0.8660254037844387,-0.4999999999999998,4.0,13.609280899201092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,191558,13.70116536716097,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.71454818550818,13.723047599212457,13.728259978941235,,,13.721951921220624,0.006921250066574498,13.726066084778632,0.007488799644516714,,,-0.09758118288833995,-0.19736377240689995,,,0.9242135449093267,,-0.044853,0.894562,0.49999999999999994,-0.8660254037844387,5.0,13.552789954321884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,191558,13.680841460307269,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.70116536716097,13.71454818550818,13.723047599212457,13.733124322824068,,13.712920383960535,0.011031560329243333,13.721915965175688,0.01217401545936991,,,-0.14833706702360727,-0.3075566021326748,-0.38070624926846985,,0.9061562609362986,,-0.06013,0.870821,1.2246467991473532e-16,-1.0,6.0,13.479748124278276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,191558,13.65111046787572,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.680841460307269,13.70116536716097,13.71454818550818,13.731350337407209,,13.69885167099214,0.016972057135592244,13.71320215475622,0.01921945877946655,,,-0.21731844870660488,-0.46255783839451725,-0.5843552714032696,,0.8830663407506898,,-0.079588,0.850617,-0.4999999999999997,-0.8660254037844388,7.0,13.38965054519929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,191558,13.609280899201092,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.65111046787572,13.680841460307269,13.70116536716097,13.728259978941235,,13.677705765114652,0.02517434554998719,13.699828843167639,0.029325368703355347,,,-0.306418798478425,-0.6706325009411707,-0.8666726877452291,,0.8584494130198879,,-0.103771,0.834385,-0.8660254037844384,-0.5000000000000004,8.0,13.2841715100337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,191558,13.552789954321884,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.609280899201092,13.65111046787572,13.680841460307269,13.723047599212457,,13.647077609128027,0.03595033294306666,13.67999899654428,0.04319988430654741,,,-0.4150913284663216,-0.93599144728711,-1.240669345928258,,0.8321858616093099,,-0.133027,0.822341,-1.0,-1.8369701987210297e-16,9.0,13.167892843403443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,191558,13.479748124278276,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.552789954321884,13.609280899201092,13.65111046787572,13.71454818550818,,13.604393773799565,0.04934211023447449,13.651622722395855,0.06136583845214201,,,-0.5389431275020673,-1.2552996622560486,-1.7120510136674594,,0.8040647936873773,,-0.167369,0.814582,-0.8660254037844386,0.5000000000000001,10.0,13.048765283557902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,191558,13.38965054519929,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.479748124278276,13.552789954321884,13.609280899201092,13.70116536716097,,13.547272992600417,0.06494237903541605,13.612489378857537,0.08393042684976887,13.664115154276214,0.08403976696329007,-0.6683921557607664,-1.6138277667168688,-2.2736374141452242,,0.7737644317198524,-2.0086526348618317,-0.206346,0.811155,-0.5000000000000004,0.8660254037844384,11.0,12.938089124730771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,191558,13.2841715100337,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.38965054519929,13.479748124278276,13.552789954321884,13.680841460307269,13.733124322824068,13.474062874599817,0.08171816352653062,13.560570241863921,0.1103102143262621,13.641243103519804,0.1126862407824749,-0.7877654073907725,-1.9820158446602676,-2.8994557931574794,-3.269123633026616,0.7408032340943025,-2.6175883735549745,-0.277167,0.840294,-2.4492935982947064e-16,1.0,12.0,12.849847503798673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,191558,13.167892843403443,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.2841715100337,13.38965054519929,13.479748124278276,13.65111046787572,13.731350337407209,13.38452339317042,0.09788906361688339,13.494458583484993,0.13895920383577748,13.603830369120606,0.14830603786817298,-0.8753174147324794,-2.31350970359121,-3.539767886351819,-4.103438337515753,0.7044446205417891,-3.204520446731677,-0.359049,0.870397,0.49999999999999994,0.8660254037844387,13.0,12.799340919800148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,191558,13.048765283557902,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.167892843403443,13.2841715100337,13.38965054519929,13.609280899201092,13.728259978941235,13.28057163287881,0.11092267087071797,13.413922312739613,0.16717483418970333,13.556875577953626,0.188116174115863,-0.9046820266708,-2.5458861714924175,-4.118627720264733,-4.94960538644853,0.6635129707671631,-3.747989656422162,-0.447609,0.900937,0.8660254037844386,0.5000000000000001,14.0,12.801240848821758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,191558,12.938089124730771,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,13.048765283557902,13.167892843403443,13.2841715100337,13.552789954321884,13.723047599212457,13.166943212331683,0.11770598631877296,13.320503043465749,0.1910752968640295,13.500251020005017,0.22954342354461543,-0.8481734204123348,-2.6052237058331262,-4.535603603854932,-5.720001106217342,0.6160188587985467,-4.164084759914609,-0.535345,0.930899,1.0,6.123233995736766e-17,14.9,12.867364781401635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,191558,12.849847503798673,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,12.938089124730771,13.048765283557902,13.167892843403443,13.479748124278276,13.71454818550818,13.051582417230705,0.11492775757208354,13.218052905200564,0.20584258872362124,13.43483781379821,0.26877382286889356,-0.6820297810704368,-2.4153092934994347,-4.672940582213803,-6.3049884692753855,0.5583283725915128,-4.354278913577387,-0.611462,0.958249,0.8660254037844387,-0.4999999999999998,16.0,13.004617612230524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,191558,12.799340919800148,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,12.849847503798673,12.938089124730771,13.048765283557902,13.38965054519929,13.70116536716097,12.945567304029117,0.09966951966525223,13.113069468453963,0.20630926040720673,13.362779423655747,0.3009530132651793,-0.39305201080085395,-1.9114786597628552,-4.408700760385342,-6.582100304564742,0.4831073480101071,-4.216476872005831,-0.662254,0.97866,0.49999999999999994,-0.8660254037844387,17.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,191558,12.801240848821758,GPU,Nvidia,NVS,315,Used,UK,,,1GB,GDDR3,,gp,True,True,1.0,,,0,1,1,2,12.799340919800148,12.849847503798673,12.938089124730771,13.2841715100337,13.680841460307269,12.862425849443198,0.07022412104993637,13.014684530887438,0.18797259866047397,13.28762738637568,0.32072132260440217,0.01484395980633213,-1.0577162870785362,-3.6353841174602275,-6.429433555220476,0.3735870097576237,-3.6604468458577766,-0.672237,0.982122,1.2246467991473532e-16,-1.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
